external_risk_estimate,months_since_oldest_trade_open,months_since_most_recent_trade_open,average_months_in_file,num_satisfactory_trades,num_trades_60_ever_2_derog_pub_rec,num_trades_90_ever_2_derog_pub_rec,percent_trades_never_delq,months_since_most_recent_delq,num_trades_open_in_last_12m,months_since_most_recent_inqexcl7days,num_inq_last_6m,num_inq_last_6m_excl7days,net_fraction_revolving_burden,net_fraction_install_burden,num_bank_2_natl_trades_w_high_utilization,debt_to_income,emp_length,loan_amount,total_credit_limit,current_installment_accounts,paid_total,num_mort_accounts,account_never_delinq_percent,balance,num_historical_failed_to_pay,num_total_cc_accounts,num_cc_carrying_balance,age,monthly_income,number_of_dependents,number_real_estate_loans_or_lines,revolving_utilization_of_unsecured_lines,is_bad
78,310,3,72,40,0,0,100,-7,5,10,0,0,46,68,2,24.53,24.53,35000,70417,4,4845.52,0,100.0,31883.89,1,15,5,61,7000.0,0.0,1,0.083832391,0
79,305,1,108,25,0,0,93,39,2,0,2,2,22,82,0,13.44,13.44,8000,91706,2,731.92,0,100.0,7392.94,0,7,2,50,1760.0,2.0,1,0.524390793,0
59,82,2,25,30,1,0,97,46,9,1,1,1,50,71,2,19.53,19.53,15000,793013,9,1802.22,2,100.0,13448.6,0,22,13,42,0.0,3.0,2,0.576291642,0
87,251,12,89,22,0,0,100,-7,0,-8,0,0,16,27,0,28.94,28.94,18000,432092,4,1190.18,2,96.7,17295.56,0,15,5,39,2206.0,0.0,1,0.192030641,0
78,208,5,98,35,0,0,97,-8,4,5,3,2,16,89,0,14.71,14.71,8500,570148,2,1315.63,6,100.0,7428.16,0,14,4,94,0.0,0.0,0,0.007582701,0
73,111,4,30,18,0,0,100,-7,3,0,5,5,27,68,0,21.92,21.92,24725,536912,3,3807.16,5,96.6,21554.0,0,15,1,55,3000.0,0.0,1,0.0,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,31.48,31.48,35000,392251,9,35405.8827780494,1,100.0,0.0,0,10,6,59,7881.0,0.0,1,0.0,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,8.71,8.71,21000,131422,1,1360.32,0,100.0,20003.96,0,28,5,29,2240.0,0.0,0,0.161535386,0
84,278,10,93,34,0,0,94,18,1,0,0,0,9,-8,0,14.26,14.26,13000,218938,2,1236.2,1,100.0,12417.55,0,7,5,58,1500.0,0.0,0,0.214060457,0
88,238,5,71,16,0,0,100,-7,2,-7,3,3,7,-8,0,7.24,7.24,5000,45972,1,5088.637864413,0,100.0,0.0,0,10,3,30,3678.0,0.0,0,0.244787204,0
76,100,18,44,9,0,0,100,-7,0,11,0,0,54,65,1,18.41,18.41,13000,55568,5,986.61,0,88.0,12593.51,0,11,8,63,0.0,1.0,2,0.053134491,0
84,158,13,74,14,0,0,100,-7,0,0,1,1,16,82,0,20.19,20.19,20000,349480,3,3307.68,1,81.6,17631.3,0,25,2,35,1800.0,0.0,1,0.760649574,0
79,310,12,77,30,0,0,100,-7,0,0,1,1,59,-8,0,35.57,35.57,10000,75071,6,1925.33,0,100.0,8997.38,0,25,15,46,0.0,0.0,1,0.150405673,0
74,283,17,75,10,2,1,92,38,0,2,2,2,49,-8,0,13.91,13.91,5000,350696,1,858.89,2,80.0,4432.23,0,23,10,34,9000.0,1.0,1,0.517804693,0
79,77,7,48,16,0,0,100,-7,1,-7,0,0,0,74,0,23.75,0.0,10000,44721,2,992.87,1,100.0,9285.28,1,7,6,49,7200.0,2.0,2,0.247735671,0
68,132,2,52,23,3,3,88,64,6,-7,1,1,24,39,0,17.12,0.0,12000,52875,1,1292.54,0,100.0,11203.92,1,27,3,28,3300.0,0.0,0,0.942459776,0
82,-8,14,97,21,0,0,100,-7,0,-8,0,0,12,3,1,11.24,11.24,6000,200165,2,394.47,5,73.7,5719.95,0,10,3,45,0.0,0.0,1,0.00337544,0
78,149,5,57,22,0,0,100,-7,3,0,1,1,16,96,0,11.02,11.02,4000,24900,1,401.66,0,100.0,3725.01,0,6,4,44,7700.0,1.0,3,0.784710764,0
70,155,5,86,13,1,0,63,14,1,4,1,1,44,-8,2,33.45,33.45,40000,650351,3,2656.41,4,100.0,38132.99,0,14,3,53,3354.0,0.0,0,0.597828328,0
80,320,1,81,27,0,0,100,-7,3,6,0,0,40,69,0,18.46,18.46,10000,673142,2,900.38,1,100.0,9226.01,0,13,8,68,11000.0,1.0,2,0.176063826,0
86,369,11,80,20,0,0,100,-7,1,0,0,0,12,-8,0,18.58,18.58,30000,135618,5,5338.43,0,69.4,26777.44,0,12,7,51,5800.0,0.0,3,0.740876521,0
84,140,10,60,23,0,0,100,-7,1,0,0,0,4,88,0,34.08,34.08,8000,221980,2,1164.88,2,81.1,7240.75,0,31,12,24,10200.0,0.0,0,0.011195522,0
75,138,2,67,12,0,0,100,-7,2,0,2,2,33,62,0,17.59,17.59,15000,42675,1,2321.73,0,100.0,13108.5,0,13,6,75,0.0,0.0,1,0.0,0
68,272,4,89,31,0,0,100,-7,2,0,0,0,90,90,4,10.08,10.08,15000,206636,1,1360.31,4,100.0,13851.66,0,16,8,31,3500.0,0.0,0,0.094403527,0
79,200,5,86,26,0,0,100,-7,1,0,1,1,57,97,1,12.99,12.99,6000,48540,1,6040.05,0,89.7,0.0,0,17,4,61,0.0,2.0,1,0.332876381,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,17.65,17.65,6025,109218,2,542.48,2,92.6,5558.66,0,17,7,46,5782.0,0.0,2,0.076598132,0
65,181,5,12,3,0,0,100,-7,2,1,1,1,-8,98,-8,35.4,35.4,13000,128249,16,1423.87,0,88.2,12180.12,0,10,4,85,3500.0,0.0,0,0.004224894,0
65,116,4,49,14,1,1,93,7,4,-7,4,4,25,17,0,28.14,28.14,14000,53563,13,2781.93,0,100.0,11601.83,0,5,1,52,0.0,0.0,0,0.9999999,0
74,311,3,102,39,0,0,100,-7,2,3,2,2,15,53,1,31.73,31.73,29400,319551,5,31544.5723778832,3,100.0,0.0,0,10,6,87,0.0,0.0,0,0.016214886,0
75,172,8,83,28,0,0,93,2,3,-7,2,2,4,92,0,26.99,26.99,35000,281584,4,4802.03,1,100.0,31729.59,0,31,12,61,10500.0,0.0,2,0.089246034,0
80,208,12,76,30,1,0,97,23,0,0,0,0,1,71,0,8.1,8.1,35000,73861,18,5130.25,0,100.0,31212.93,0,6,4,77,7861.0,0.0,0,0.003006438,0
87,195,70,207,20,0,0,100,-7,0,-7,0,0,11,-8,0,26.1,26.1,24000,294173,2,2244.62,1,100.0,22211.12,0,10,6,80,7666.0,1.0,1,0.081648764,0
84,223,1,75,18,0,0,100,-7,2,0,0,0,10,-8,1,23.64,23.64,40000,460753,2,2765.3,3,100.0,38594.07,0,5,1,67,0.0,0.0,0,0.0,0
91,378,14,127,13,0,0,100,-7,0,0,0,0,10,-8,0,27.57,27.57,30000,155259,2,2793.58,3,100.0,29295.97,0,9,6,38,8333.0,0.0,0,0.495647005,0
87,324,37,104,16,0,0,100,-7,0,0,0,0,5,-8,0,29.54,29.54,35000,444210,4,2256.56,6,100.0,33663.94,0,10,6,50,11708.0,1.0,3,0.020494586,0
81,291,42,135,6,0,0,67,77,0,0,0,0,17,-8,0,16.34,16.34,7000,22473,1,1090.1,0,100.0,6124.61,0,5,3,50,6083.0,0.0,0,0.060572952,0
88,513,5,133,25,0,0,100,-7,1,14,0,0,2,-8,1,16.33,16.33,24000,494031,2,2278.88,3,87.1,22248.07,0,18,9,30,2751.0,2.0,1,0.9999999,0
62,173,14,86,14,0,0,86,5,0,-7,0,0,74,1,3,38.39,38.39,15000,264979,16,1321.12,0,97.1,14284.04,0,6,1,55,7250.0,2.0,2,0.13431612,0
58,148,20,71,24,1,1,92,5,0,-7,0,0,68,74,3,33.01,33.01,12000,47857,3,2260.1,0,93.8,10754.36,0,16,10,28,3350.0,0.0,0,0.081783643,0
66,187,11,70,19,4,1,78,34,2,0,0,0,37,21,1,27.4,27.4,20000,1598627,3,2110.27,2,90.5,18684.61,0,14,6,50,4200.0,1.0,0,0.9999999,0
79,192,10,69,18,0,0,100,-7,1,-7,1,1,24,78,0,14.35,0.0,30000,243545,2,3243.33,1,100.0,28080.46,0,8,5,43,0.0,0.0,2,0.150986849,0
73,304,3,97,54,0,0,100,-7,4,0,1,1,19,89,2,7.23,7.23,7500,22300,0,896.15,0,100.0,6724.38,0,7,2,50,5600.0,1.0,2,0.0,0
74,86,3,44,24,0,0,92,27,5,2,1,1,0,69,1,19.71,19.71,5000,124814,1,674.58,1,83.3,4542.33,1,5,4,63,0.0,0.0,1,0.00358813,0
83,204,6,98,14,0,0,100,-7,3,6,0,0,27,-8,0,35.25,35.25,10000,24600,0,931.93,0,88.5,9771.78,0,24,6,65,19010.0,1.0,2,0.28711917,0
62,416,19,145,30,0,0,82,4,0,19,0,0,62,55,5,22.33,22.33,40000,277358,3,3857.0,3,100.0,38207.91,0,15,3,38,2500.0,0.0,0,0.058011735,0
75,129,3,70,22,0,0,96,44,3,-7,1,1,47,11,0,15.63,15.63,36000,491842,1,2270.6,7,100.0,34590.77,0,10,5,60,11000.0,0.0,2,0.531470529,0
81,220,3,86,44,0,0,100,-7,3,0,2,2,0,-8,0,14.34,14.34,11000,638045,6,1093.71,5,100.0,10229.29,0,17,4,74,4000.0,0.0,0,0.015256925,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,18.16,18.16,6000,51494,2,977.26,2,100.0,5278.86,0,5,5,59,22300.0,1.0,2,0.727684584,0
79,507,23,197,21,0,0,100,-7,0,0,0,0,64,53,2,43.96,0.0,25000,599665,4,2637.81,4,100.0,23355.79,0,14,8,75,6600.0,0.0,2,0.284225615,0
82,175,15,77,23,0,0,96,46,0,0,3,3,5,50,0,22.7,22.7,20000,305263,14,2110.27,1,100.0,18684.61,0,7,4,26,3500.0,0.0,0,0.960815674,0
60,511,3,40,24,0,0,83,6,3,0,2,2,50,44,1,10.24,10.24,11000,56191,1,1665.96,0,100.0,9589.19,0,11,5,55,5541.0,0.0,1,0.65854007,0
69,119,4,39,38,0,0,100,-7,1,1,3,3,39,77,2,2.59,2.59,40000,803627,0,3589.66,3,100.0,36904.08,0,8,1,70,11395.0,1.0,2,0.094867741,0
89,357,1,125,15,0,0,100,-7,2,-8,1,0,6,31,0,19.73,19.73,24200,384998,6,1509.58,3,100.0,23240.76,0,28,12,41,5330.0,2.0,2,0.495860279,0
82,176,18,107,40,0,0,100,-7,0,0,0,0,0,75,1,29.94,29.94,30000,178908,3,3049.45,1,82.0,28772.99,1,12,6,56,3689.0,0.0,1,0.715901948,0
79,94,5,52,25,0,0,100,-7,2,5,2,2,10,78,0,12.86,12.86,12000,285801,3,854.32,1,100.0,11599.33,0,15,4,30,6000.0,2.0,0,0.0,0
85,308,11,91,28,0,0,100,-7,1,18,0,0,13,51,0,15.67,15.67,15000,22900,1,881.64,0,91.7,14751.24,0,8,3,65,2000.0,0.0,2,0.275272473,0
87,129,2,77,15,0,0,100,-7,2,0,0,0,6,-8,0,15.94,0.0,5000,97602,1,618.72,0,100.0,4497.14,0,19,2,48,0.0,2.0,0,0.767990854,0
68,172,7,79,24,0,0,96,5,1,7,0,0,23,97,1,20.55,0.0,24000,230475,2,4087.23,1,100.0,21237.94,0,29,8,69,12000.0,1.0,2,0.315713987,0
80,188,8,66,22,0,0,100,-7,1,2,2,1,2,-8,0,25.73,25.73,25000,271396,1,1957.63,3,95.7,23581.18,0,15,5,25,0.0,0.0,0,0.122113782,0
80,145,5,53,29,0,0,100,-7,7,10,0,0,0,-8,0,4.71,4.71,21000,10400,0,1353.67,0,100.0,20656.44,0,3,3,76,6708.0,1.0,2,0.401938416,0
85,132,7,62,29,0,0,100,-7,2,-7,0,0,1,79,0,19.53,19.53,33600,89842,1,3073.39,0,100.0,31996.33,0,19,11,45,3200.0,1.0,1,0.965194539,0
88,433,6,138,21,0,0,96,76,2,0,4,4,0,93,0,22.08,0.0,24000,110539,2,1641.58,1,92.3,23145.51,1,8,8,43,4833.0,0.0,1,0.078656149,0
87,440,9,105,26,0,0,100,-7,2,-7,0,0,15,47,0,85.01,85.01,34800,148280,2,3368.7,0,100.0,32295.24,0,13,10,27,1600.0,0.0,0,0.476074846,0
81,187,4,90,22,0,0,100,-7,2,-8,0,0,29,81,0,31.67,31.67,8000,51024,3,1015.77,1,100.0,7218.41,1,9,3,59,62000.0,0.0,0,0.014489622,0
84,380,5,109,24,0,0,100,-7,1,0,1,1,1,-8,0,11.93,11.93,28775,342550,1,2872.29,2,95.0,26768.75,0,11,5,24,3333.0,0.0,0,0.0,0
66,177,5,67,22,1,1,100,-7,3,0,1,1,66,85,2,4.8,4.8,5000,18700,3,3690.98,0,100.0,1459.12,0,3,2,58,14146.0,2.0,2,0.2125092,0
88,113,25,72,14,0,0,100,-7,0,0,0,0,4,-8,0,8.36,8.36,15000,11300,2,1206.99,0,100.0,14410.98,0,4,2,44,0.0,2.0,2,0.261722623,0
72,135,10,67,25,1,1,92,29,2,-7,1,1,5,-8,0,22.46,22.46,20000,200048,4,3406.01,1,97.3,17698.3,1,10,3,29,6584.0,0.0,0,0.024449389,0
75,258,1,67,30,1,1,97,31,3,1,4,4,10,-8,0,28.45,28.45,12000,174642,2,12020.9616666666,5,88.9,0.0,0,5,3,39,12000.0,3.0,0,0.0,0
80,228,2,61,46,0,0,100,-7,7,0,1,1,9,-8,0,11.85,11.85,10000,67239,1,926.91,0,100.0,9247.93,0,6,5,55,8850.0,0.0,2,0.085326863,0
83,-8,12,82,10,0,0,85,75,0,5,0,0,2,87,0,32.4,32.4,10500,69244,1,885.17,0,93.0,9949.81,0,23,15,49,12000.0,0.0,0,0.039711002,0
84,264,29,117,9,0,0,100,-7,0,-7,0,0,11,-8,1,21.44,21.44,30000,542210,5,2162.45,0,100.0,28998.37,0,8,5,44,5481.0,3.0,0,0.299980457,0
66,177,5,67,22,1,1,100,-7,3,0,1,1,66,85,2,28.06,28.06,2000,171743,2,193.75,3,93.8,1857.04,0,9,7,67,2200.0,0.0,0,0.622972116,0
72,180,9,71,29,0,0,97,31,2,10,1,0,35,83,0,23.53,23.53,16050,267803,14,1164.39,3,100.0,15344.89,0,30,15,34,3200.0,1.0,0,0.81517069,0
82,351,25,101,17,0,0,100,-7,0,0,0,0,22,-8,0,23.87,23.87,36000,316995,2,3322.21,4,100.0,33292.54,0,11,7,44,9544.0,2.0,0,0.207948016,0
77,242,15,97,23,0,0,100,-7,0,0,0,0,44,-8,2,33.83,33.83,7000,62823,2,959.61,1,94.4,6368.08,1,16,5,50,7666.0,2.0,3,0.177560071,0
71,270,9,128,20,0,0,100,-7,1,0,1,1,95,80,3,32.48,32.48,8000,341579,7,1501.78,1,100.0,6696.17,0,10,3,26,8310.0,0.0,0,0.295283328,0
72,295,11,84,18,1,1,95,8,2,0,0,0,24,99,0,23.31,23.31,10000,365058,4,1201.49,3,100.0,8965.72,0,21,4,38,5000.0,0.0,0,0.088742605,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7.17,7.17,10000,9700,0,1703.03,0,100.0,8849.12,0,7,5,60,0.0,0.0,2,0.013821608,0
85,282,17,89,13,0,0,100,-7,0,23,0,0,16,53,1,6.53,6.53,12000,65900,10,2753.35,0,100.0,9482.5,0,14,5,63,3984.0,0.0,1,0.114139662,0
67,208,1,74,43,0,0,98,12,3,3,3,3,36,88,2,19.27,19.27,30000,127976,1,2805.35,0,100.0,27763.61,0,10,6,78,0.0,0.0,1,0.004159834,0
70,419,6,79,15,2,2,90,2,3,0,1,1,44,-8,1,12.77,0.0,17500,299948,1,1830.52,3,100.0,16335.04,1,14,4,46,4160.0,0.0,0,0.885332948,0
79,137,9,60,19,0,0,100,-7,1,0,0,0,24,-8,0,8.26,0.0,10000,17188,1,924.58,3,91.7,9528.72,1,8,2,42,14000.0,2.0,4,0.491575421,0
67,586,7,173,45,3,2,89,6,2,0,3,3,37,63,2,17.58,17.58,8300,256640,3,1153.19,2,85.7,7534.99,0,14,4,43,13239.0,0.0,2,0.445918655,0
74,390,1,98,37,0,0,100,-7,5,0,4,3,22,64,1,24.77,24.77,20000,54295,1,1978.99,0,100.0,18592.74,0,7,6,66,0.0,2.0,2,0.547900697,0
71,245,6,62,33,1,0,97,10,1,-7,0,0,19,56,0,25.4,25.4,12000,180440,3,750.27,2,71.9,11530.24,0,22,1,71,0.0,0.0,2,0.915023183,0
79,163,4,67,33,0,0,97,41,1,4,1,1,16,-8,0,17.19,17.19,40000,389325,2,3313.68,3,100.0,37878.29,0,8,2,70,0.0,0.0,0,0.017992044,0
71,75,2,29,14,0,0,100,-7,3,0,1,1,48,91,1,41.15,41.15,10000,55785,3,657.44,0,100.0,9533.25,0,11,4,43,1500.0,0.0,1,0.663046289,0
89,270,2,122,14,0,0,100,-7,1,0,1,1,2,-8,0,21.89,21.89,20000,424443,6,1996.38,2,100.0,18605.56,0,10,9,62,4166.0,0.0,2,0.063061643,0
60,375,77,219,6,1,1,86,1,0,0,1,0,31,-8,-8,14.6,14.6,20000,217845,9,3212.42,1,97.4,17564.07,0,12,9,36,0.0,0.0,0,1.0,0
77,216,4,91,39,0,0,100,-7,3,0,3,3,46,83,0,1.0,0.0,30000,15100,0,2246.01,0,89.5,29061.96,0,9,5,39,10909.0,2.0,2,0.0,0
74,99,2,47,15,0,0,81,17,2,-7,0,0,0,75,0,15.95,15.95,12800,94060,2,1171.08,0,100.0,11828.69,0,32,8,66,0.0,0.0,1,0.047458177,0
76,134,9,72,6,0,0,86,14,1,-8,0,0,55,10,0,31.14,31.14,8500,163716,4,1355.79,3,100.0,7457.81,0,9,4,24,2400.0,0.0,2,0.172595668,0
68,110,9,41,32,0,0,100,-7,1,0,1,1,92,65,2,5.34,5.34,20000,19000,1,2474.83,0,100.0,17988.61,0,10,1,44,8500.0,4.0,0,0.245823389,0
81,306,2,130,32,0,0,100,-7,1,1,2,2,8,99,1,103.52,0.0,14400,204926,3,1645.84,5,100.0,13891.68,1,10,4,46,9666.0,0.0,3,0.394412375,0
75,258,28,97,23,0,0,96,-8,0,-7,0,0,31,-8,0,53.41,53.41,21700,155574,6,3904.08,0,100.0,19337.01,0,23,8,53,3333.0,0.0,2,0.052998738,0
70,132,1,47,33,1,0,97,19,2,0,1,1,20,-8,2,21.52,21.52,40000,209626,3,4267.74,0,100.0,37401.02,0,28,11,46,0.0,4.0,2,0.403841285,0
81,139,0,51,14,0,0,100,-7,4,0,3,2,16,60,0,10.88,10.88,10000,25167,0,711.93,0,100.0,9666.11,1,3,2,55,6833.0,1.0,0,0.093928704,0
62,190,4,80,29,1,0,74,13,3,0,1,0,60,82,1,22.47,22.47,40000,110895,1,4198.42,1,100.0,37369.27,0,7,3,57,5500.0,0.0,1,0.006720021,0
73,409,7,94,38,0,0,100,-7,2,0,1,1,27,69,2,42.27,42.27,23500,91547,4,2718.03,4,100.0,22089.96,1,15,5,42,4300.0,2.0,1,0.9999999,0
68,170,11,78,49,0,0,100,-7,1,12,0,0,1,-8,0,35.56,35.56,12800,76236,3,1435.4,1,93.8,12335.89,0,6,3,36,5000.0,1.0,0,0.95330467,0
74,100,2,32,25,0,0,100,-7,6,3,2,2,15,93,1,29.07,29.07,5000,60930,2,865.06,0,92.9,4420.65,0,9,5,28,0.0,0.0,0,0.9999999,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,18.46,18.46,15000,109317,8,1535.77,0,92.7,13990.61,0,13,2,24,2634.0,0.0,0,0.667666167,0
67,284,5,84,44,0,0,100,-7,1,2,1,1,48,50,4,33.93,33.93,25000,78514,2,2569.29,0,100.0,23965.84,0,8,5,51,6500.0,1.0,1,0.0,0
67,419,1,73,37,0,0,92,13,6,3,1,1,12,91,0,12.21,12.21,17600,205756,3,1780.57,1,100.0,16390.08,0,10,9,33,3500.0,0.0,0,0.9999999,0
86,177,5,70,33,0,0,100,-7,3,0,3,3,2,-8,0,28.27,28.27,30000,174091,5,3071.38,0,94.0,27981.54,0,4,3,32,2300.0,0.0,1,0.037717444,0
86,326,6,90,32,0,0,100,-7,2,0,0,0,4,80,1,15.68,15.68,1000,22860,1,96.25,0,100.0,927.99,0,4,2,52,40000.0,2.0,1,0.014743044,0
86,241,4,79,25,0,0,100,-7,2,0,2,2,2,-8,0,17.53,17.53,8000,228305,1,748.11,1,85.7,7403.61,0,9,6,41,5600.0,3.0,1,0.658606265,0
63,159,13,81,41,1,0,95,8,0,13,0,0,71,83,4,14.99,14.99,17000,450152,2,2554.78,2,100.0,14797.59,0,24,8,55,5333.0,0.0,0,0.323597818,0
77,510,14,174,25,2,2,100,-7,0,14,0,0,4,64,1,9.36,9.36,25000,132617,3,3187.41,1,100.0,22557.51,0,28,4,61,0.0,0.0,0,0.003454388,0
83,173,5,56,29,0,0,97,42,6,-8,0,0,11,-8,0,26.56,26.56,4800,122100,5,448.87,3,100.0,4442.17,0,15,7,83,10000.0,0.0,0,0.033564245,0
90,-8,2,81,8,0,0,100,-7,1,-7,1,1,0,-8,0,24.55,24.55,28000,56900,3,3764.28,0,100.0,25507.11,0,8,3,75,8333.0,0.0,0,0.016149731,0
73,162,3,88,39,1,1,95,28,4,6,0,0,28,-8,1,9.76,9.76,10000,88090,8,1292.81,0,87.0,9036.27,0,10,9,61,3971.0,2.0,2,0.047552722,0
57,361,34,164,24,1,1,85,14,0,5,1,0,23,-8,0,18.33,18.33,8000,41012,2,763.84,1,100.0,7416.0,1,21,7,32,3000.0,0.0,0,0.788860425,0
89,302,28,137,22,0,0,100,-7,0,-7,0,0,3,-8,0,12.04,12.04,11200,26730,2,1786.43,0,76.9,9826.8,0,8,6,79,0.0,0.0,0,0.062597156,0
89,221,3,74,15,0,0,100,-7,2,2,2,2,4,99,0,29.54,29.54,5000,71647,4,709.21,0,100.0,4561.62,0,14,8,43,7500.0,1.0,2,0.120528305,0
57,151,22,102,4,6,6,60,80,0,0,1,1,-8,-8,-8,7.38,7.38,6000,17200,1,920.26,0,100.0,5237.0,0,4,3,58,8666.0,0.0,5,0.048832171,0
66,240,13,87,19,2,1,95,4,0,3,2,2,30,33,1,17.0,0.0,28000,69826,3,2699.92,1,100.0,26745.52,1,24,5,67,0.0,0.0,1,0.04279572,0
65,254,7,103,48,0,0,96,19,4,-7,0,0,72,77,6,9.79,9.79,20000,174212,2,1247.6,0,100.0,19207.22,0,11,8,84,2294.0,0.0,0,0.0,0
81,99,1,54,35,0,0,100,-7,1,0,2,2,8,42,0,25.94,25.94,10000,63500,0,926.91,0,100.0,9247.93,0,10,3,75,0.0,0.0,1,0.9999999,0
81,274,1,87,36,0,0,100,-7,2,0,3,3,3,87,0,23.65,23.65,16000,36783,2,1479.32,0,100.0,15245.95,0,19,8,34,8000.0,0.0,2,0.371301304,0
87,443,4,151,22,0,0,100,-7,3,0,2,2,1,48,0,17.39,17.39,25200,124832,2,3188.81,1,100.0,23779.21,1,14,3,58,7000.0,0.0,0,0.369976131,0
84,401,4,76,31,0,0,100,-7,2,0,0,0,18,-8,0,14.38,0.0,12000,159040,1,1442.42,2,100.0,11341.91,0,9,4,47,8000.0,2.0,3,0.348493777,0
82,78,3,36,26,0,0,100,-7,3,-7,0,0,1,-8,0,27.7,0.0,8000,31255,1,524.91,0,93.3,7630.08,1,13,5,60,14166.0,0.0,1,0.00153265,0
77,198,6,71,47,0,0,100,-7,2,0,3,3,18,75,0,19.81,19.81,10000,487036,4,935.12,4,93.9,9254.54,0,9,6,75,0.0,1.0,2,0.192013194,0
66,288,13,80,32,0,0,85,2,0,12,0,0,43,-8,1,14.18,14.18,15600,142118,1,1833.73,4,62.5,14663.99,0,8,2,53,4312.0,0.0,0,0.060039998,0
85,211,19,119,12,1,0,86,41,0,-8,0,0,5,-8,0,15.34,15.34,10000,331619,13,843.0,4,71.8,9476.02,0,16,3,54,2000.0,0.0,0,0.682442084,0
72,370,4,70,20,0,0,100,-7,3,0,1,1,73,50,2,22.8,22.8,26750,122566,4,2805.16,0,100.0,25671.87,0,9,4,62,0.0,0.0,2,0.090881803,0
79,185,1,56,39,0,0,100,-7,5,0,1,1,1,70,0,16.06,16.06,21600,41463,4,1701.46,0,100.0,20879.04,0,7,6,71,0.0,0.0,0,0.005246091,0
66,273,1,111,26,0,0,100,-7,1,0,3,3,74,-8,5,18.56,18.56,10000,78055,2,1628.79,0,100.0,8798.08,0,20,4,45,3833.0,2.0,1,0.449907509,0
88,197,0,87,28,0,0,100,-7,3,-7,4,4,0,-8,0,2.21,2.21,5000,116500,0,487.35,1,100.0,4642.64,0,3,2,50,0.0,0.0,0,0.9999999,0
68,189,2,54,19,0,0,100,-7,3,1,5,5,31,33,1,12.5,12.5,5000,35922,1,306.26,0,100.0,4750.06,0,3,1,56,9500.0,0.0,2,0.218161881,0
77,178,3,87,19,0,0,95,42,2,0,3,3,35,58,2,25.14,25.14,10000,112700,16,1207.55,0,97.0,9436.2,0,14,7,64,3000.0,0.0,3,0.142401407,0
80,192,5,66,52,0,0,100,-7,4,4,1,1,3,-8,1,28.23,0.0,10000,375293,2,906.28,8,100.0,9226.01,0,35,18,56,6400.0,1.0,1,0.743170386,0
69,369,2,130,23,1,0,93,61,3,0,2,2,46,38,0,17.82,0.0,16000,108000,1,2425.89,2,100.0,13948.22,0,8,1,46,5730.0,0.0,1,0.026407891,0
77,142,4,71,33,0,0,100,-7,2,1,2,2,0,78,0,16.44,16.44,12000,39120,1,1655.09,0,100.0,10916.71,0,10,7,73,0.0,0.0,0,0.095971617,0
87,220,22,143,28,0,0,100,-7,0,-8,0,0,13,-8,0,35.75,0.0,18000,198325,2,1281.47,3,100.0,17399.01,0,7,4,73,7250.0,0.0,2,0.01502621,0
71,196,8,76,10,2,1,91,54,1,3,2,2,57,-8,0,46.36,46.36,16000,55525,3,2515.1,0,95.2,14765.45,0,14,3,58,0.0,0.0,2,0.007060392,0
75,171,2,68,20,0,0,100,-7,1,0,1,1,21,69,1,10.95,10.95,7500,162523,1,7691.0140153583,1,93.1,0.0,0,15,2,75,6000.0,0.0,0,0.106763756,0
86,337,1,102,21,0,0,100,-7,3,1,4,4,3,100,0,22.6,22.6,8000,71212,6,1057.39,0,100.0,7245.93,0,3,1,57,2769.0,1.0,1,0.03237406,0
91,287,15,161,22,0,0,100,-7,0,15,0,0,1,19,0,9.48,9.48,36000,71100,1,2198.51,0,100.0,34573.02,0,8,3,51,0.0,0.0,2,0.577366505,0
73,116,23,65,23,0,0,100,-7,0,1,1,1,25,70,1,12.99,12.99,6750,298232,9,6862.2646978296,1,100.0,0.0,0,10,4,61,4273.0,0.0,2,0.004930228,0
61,122,3,53,39,0,0,95,1,4,0,3,3,53,82,1,17.69,17.69,3500,153376,3,3529.2275515842,1,100.0,0.0,0,17,3,60,5600.0,1.0,1,0.955908289,0
81,257,4,78,25,0,0,92,-8,3,0,0,0,12,96,0,20.52,20.52,7500,99200,2,716.92,0,97.3,6956.34,0,16,5,26,4145.0,0.0,0,0.018103358,0
84,286,2,91,22,0,0,96,37,1,0,2,2,8,-8,0,3.57,3.57,10000,25600,0,1555.08,0,100.0,8749.43,0,5,4,80,0.0,0.0,2,0.01783591,0
86,252,3,90,56,0,0,100,-7,3,-7,1,1,3,-8,0,35.58,35.58,5000,120291,4,511.93,0,95.0,4663.53,0,12,6,46,6769.0,3.0,1,0.930948279,0
56,177,4,61,10,2,2,53,3,3,0,1,1,62,78,1,12.39,12.39,18000,285719,0,1758.7,3,94.7,17215.97,0,14,8,51,6585.0,0.0,1,0.665220698,0
